,State,month,day,time,harmful-event,manner-of-collision,person-type,seating-position,age,age-range,gender,race,injury-severity,air-bag,transported-for-treatment,protection-system,ejection,extrication,dead-on-arrival,year-of-death,alcohol-test,drug-test,road-type,n0-of-lanes,sorrounding-area,road-features,light-condion,weather-conditions,following-traffic-rules,type-of-vehicle,causality-class,Severity Class
306,2,0,6,1300.0,0,0,1,0,0,59.0,0,0,0,0,1,1,1,1,0,2017.0,0,1,0,1,0,0,1,1,0,2,0,2
307,2,0,6,1350.0,0,0,1,0,1,16.0,0,0,0,0,1,1,1,1,0,2017.0,0,1,0,1,0,0,1,1,0,2,0,2
308,2,0,6,1350.0,0,0,1,0,1,15.0,1,0,0,0,1,1,1,0,0,2017.0,0,1,0,1,0,0,1,1,0,2,0,2
309,2,0,6,1855.0,0,0,1,0,1,36.0,1,0,0,0,1,1,1,0,0,2017.0,0,1,0,1,0,0,1,1,0,2,0,2
310,2,0,6,1855.0,0,0,1,0,1,49.0,1,0,0,0,0,1,1,0,0,2017.0,0,1,0,1,0,2,1,1,0,2,0,1
311,2,0,6,2149.0,0,0,1,0,1,46.0,1,0,0,0,0,1,1,0,0,2017.0,0,1,1,1,0,2,1,1,0,2,0,1
312,2,0,6,2149.0,0,0,1,0,1,1.0,1,0,0,0,0,1,1,0,0,2017.0,0,1,1,1,3,2,1,1,0,2,1,1
313,2,0,6,2149.0,0,0,1,0,1,55.0,1,0,0,0,0,1,1,0,0,2017.0,0,1,1,1,3,2,2,1,0,2,1,1
314,2,0,6,2149.0,0,0,1,0,1,52.0,0,0,0,0,0,1,1,0,0,2017.0,0,1,1,1,3,2,2,1,0,2,1,1
315,2,0,6,2149.0,0,0,1,0,1,16.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,1,1,3,2,2,1,1,2,1,1
316,2,0,6,1245.0,0,0,1,0,1,39.0,0,0,0,0,0,0,0,0,0,2017.0,0,1,1,1,3,2,2,3,1,2,1,1
317,2,0,6,1506.0,0,0,1,0,0,13.0,0,0,0,0,0,0,0,0,0,2017.0,0,1,1,1,3,2,2,5,1,2,1,1
318,2,0,6,1629.0,0,0,1,0,0,37.0,0,0,1,0,0,0,0,1,0,2017.0,0,1,1,2,3,2,2,1,1,2,1,1
319,2,0,6,1015.0,0,0,1,0,0,31.0,1,0,0,0,0,0,0,1,0,2017.0,1,1,1,2,3,2,2,1,1,2,1,1
320,2,0,5,1515.0,0,0,1,0,0,30.0,0,0,0,0,0,0,0,1,0,2017.0,1,1,1,2,3,0,2,1,1,2,1,2
321,2,0,5,1526.0,0,0,1,0,0,12.0,1,0,0,0,0,0,0,1,0,2017.0,1,1,0,2,3,1,2,1,1,2,1,2
322,2,0,5,1822.0,0,0,1,0,0,45.0,1,0,0,0,0,0,0,1,0,2017.0,1,0,0,2,3,1,2,1,1,1,1,2
323,2,0,5,43.0,0,0,1,0,0,26.0,1,0,0,0,0,0,0,1,0,2017.0,1,0,0,2,3,1,1,4,1,2,1,2
324,2,0,5,43.0,0,0,1,0,0,20.0,1,0,0,0,0,0,0,1,0,2017.0,1,0,1,2,3,1,1,4,1,2,1,2
325,2,0,5,905.0,0,0,1,0,0,17.0,1,0,0,0,0,0,0,1,0,2017.0,1,0,1,2,3,1,0,1,1,1,1,2
326,2,0,5,1730.0,0,0,1,0,0,21.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,1,2,3,1,0,5,1,1,1,2
327,2,0,5,1500.0,0,0,1,0,0,11.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,1,2,3,1,0,1,1,2,1,2
328,2,0,5,900.0,0,0,1,0,1,7.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,1,1,3,1,0,1,1,2,1,2
329,2,0,5,1830.0,0,0,1,0,1,27.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,1,1,3,1,0,1,1,2,1,2
330,2,0,5,1004.0,0,0,1,0,1,72.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,1,0,1,0,1,1,1,1,2
331,2,0,5,1130.0,0,0,1,0,1,48.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,1,0,1,0,1,1,0,0,2
332,2,0,5,1216.0,0,0,1,0,1,71.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,1,1,0,1,0,1,1,2,0,2
333,2,0,5,1430.0,0,0,1,0,1,39.0,1,0,1,0,1,0,1,1,0,2017.0,0,0,1,1,0,1,0,1,0,2,0,2
334,2,4,5,1810.0,0,0,1,0,1,26.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,0,1,0,1,0,1,0,2
335,2,4,5,33.0,0,0,1,0,1,81.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,0,1,1,1,0,3,0,2
336,2,4,5,50.0,0,0,1,0,1,20.0,0,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,0,1,1,1,0,2,0,2
337,2,4,5,320.0,0,0,1,0,1,33.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,0,1,1,1,0,2,0,2
338,2,4,5,320.0,0,0,1,0,1,36.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,0,1,1,1,0,2,0,2
339,2,4,5,320.0,0,0,1,0,1,42.0,0,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,0,1,1,1,0,2,0,2
340,2,4,5,1813.0,0,0,1,0,1,56.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,2,1,1,1,0,1,0,2
341,2,4,5,2320.0,0,0,1,0,1,36.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,2,0,1,5,0,3,1,2
342,2,4,5,2320.0,0,0,1,0,1,51.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,1,2,2,0,1,5,0,3,1,2
343,2,4,5,2320.0,0,0,1,0,1,46.0,0,0,1,0,1,0,1,1,0,2017.0,0,0,1,2,2,0,1,5,1,3,1,2
344,2,4,5,4.0,0,0,1,0,1,36.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,1,2,2,2,1,5,1,2,1,2
345,2,4,5,1445.0,0,0,1,0,1,32.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,1,2,2,2,2,1,1,2,1,2
346,2,4,5,810.0,0,0,1,0,1,53.0,0,0,0,0,1,0,1,1,0,2017.0,0,0,1,2,2,2,2,5,1,2,1,1
347,2,4,5,825.0,0,0,1,0,1,37.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,1,2,2,2,2,1,1,2,1,1
348,2,4,5,1240.0,0,0,1,0,1,65.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,1,2,2,2,2,1,1,2,1,1
349,2,4,5,1425.0,0,0,1,0,1,64.0,1,0,0,0,1,0,0,1,0,2017.0,0,1,1,2,2,2,2,5,1,2,1,1
350,2,4,5,754.0,0,0,1,0,1,51.0,1,0,0,0,1,0,0,1,0,2017.0,0,1,1,2,2,2,2,1,1,0,1,1
351,2,4,5,800.0,0,0,1,0,1,35.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,1,2,2,2,2,1,1,2,1,1
352,2,4,5,1425.0,0,0,1,0,1,47.0,1,0,0,0,0,0,0,1,0,2017.0,1,1,0,1,2,2,2,1,1,1,1,1
353,2,4,5,1643.0,0,0,1,0,1,56.0,1,0,0,0,0,0,0,0,0,2017.0,1,1,0,1,2,2,2,1,1,2,1,1
354,2,4,5,1813.0,0,0,1,0,1,23.0,1,0,0,0,0,0,0,0,0,2017.0,1,1,0,0,2,0,2,1,1,1,1,1
355,2,4,5,1630.0,0,0,1,0,1,26.0,0,0,0,0,0,0,0,0,0,2017.0,1,1,0,0,2,1,1,1,1,2,0,1
356,2,4,5,658.0,0,0,1,0,1,21.0,1,0,0,0,0,0,0,0,0,2017.0,1,1,0,0,2,1,1,5,1,0,0,2
357,2,4,5,720.0,0,0,1,0,1,33.0,1,0,0,0,0,0,1,0,0,2017.0,1,0,0,0,2,1,1,1,1,2,0,2
358,2,4,5,720.0,0,0,1,0,1,32.0,0,0,0,0,0,0,1,0,0,2017.0,1,0,0,0,2,1,1,1,1,2,0,2
359,2,4,5,1221.0,0,0,1,0,1,66.0,1,0,0,0,0,0,1,0,0,2017.0,1,0,0,0,2,1,0,1,1,2,0,2
360,2,4,5,1246.0,0,0,1,0,1,19.0,0,0,0,0,0,0,1,0,0,2017.0,1,0,0,0,3,1,0,5,0,2,0,2
361,2,4,5,1551.0,0,0,1,0,1,15.0,0,0,0,0,0,1,1,0,0,2017.0,1,0,1,0,3,1,0,1,0,2,0,2
362,2,4,5,1626.0,0,0,1,0,1,28.0,0,0,0,0,0,1,1,0,0,2017.0,0,0,1,0,3,1,0,1,0,2,0,2
363,2,4,5,1626.0,0,0,1,0,1,58.0,0,0,0,0,1,1,1,1,0,2017.0,0,0,1,0,3,1,0,1,0,2,0,2
364,2,4,5,1815.0,0,0,1,0,1,50.0,1,0,0,0,1,1,1,1,0,2017.0,0,0,1,1,0,1,0,1,0,2,0,2
365,2,4,5,1835.0,0,0,1,0,1,22.0,1,0,0,0,1,1,1,1,0,2017.0,0,0,1,1,0,0,0,5,0,1,1,2
366,2,4,5,1146.0,0,0,1,0,1,54.0,0,0,0,0,1,1,1,1,0,2017.0,0,0,1,1,0,0,0,1,0,2,1,2
367,2,4,5,1146.0,0,0,1,0,1,83.0,0,0,0,0,1,1,1,1,0,2017.0,0,0,1,1,0,1,0,1,0,2,1,2
368,2,4,5,1255.0,0,0,1,0,1,28.0,1,0,1,0,1,1,1,1,0,2017.0,0,0,1,2,0,1,0,1,0,1,1,2
369,2,4,5,1340.0,0,0,1,0,1,25.0,0,0,1,0,1,1,1,1,0,2017.0,0,0,1,2,0,1,0,1,0,2,1,2
370,2,4,1,1340.0,0,0,1,0,1,25.0,0,0,1,0,1,1,1,1,0,2017.0,0,0,1,2,0,1,0,1,1,2,1,2
371,2,4,1,1340.0,0,0,1,0,1,29.0,0,0,1,0,1,0,1,1,0,2017.0,0,0,0,2,0,1,0,1,1,2,1,2
372,2,4,1,1836.0,0,0,1,0,1,25.0,0,0,1,0,1,0,1,1,0,2017.0,0,1,0,2,0,1,0,1,1,2,1,2
373,2,4,1,1836.0,0,0,1,0,1,27.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,2,0,1,0,1,1,2,1,2
374,2,4,1,1836.0,0,0,1,0,1,44.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,2,2,1,0,1,1,2,1,2
375,2,4,1,815.0,0,0,1,0,1,16.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,2,2,1,0,1,1,1,1,2
376,2,4,1,1030.0,0,0,1,0,1,33.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,2,2,1,0,5,0,2,1,2
377,2,4,1,1435.0,0,0,1,0,1,32.0,0,0,1,0,0,0,0,1,0,2017.0,0,1,0,2,2,0,0,5,0,1,0,2
378,2,4,1,1900.0,0,0,1,0,1,44.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,1,2,0,0,5,0,2,0,2
379,2,4,1,1910.0,0,0,1,0,1,44.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,0,2,0,1,1,0,2,0,2
380,2,4,1,820.0,0,0,1,0,1,39.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,0,2,0,1,1,0,2,0,2
381,2,4,1,1110.0,0,0,1,1,1,2.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,0,2,0,1,1,0,3,0,2
382,2,4,1,2045.0,0,0,1,1,1,36.0,0,0,1,0,0,0,0,1,0,2017.0,0,0,0,0,2,2,2,5,0,2,0,2
383,2,4,1,2045.0,0,0,1,1,1,32.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,0,0,2,2,2,5,0,2,0,1
384,2,4,1,910.0,0,0,1,1,1,23.0,0,0,0,0,0,0,0,1,0,2017.0,0,0,0,0,3,2,2,1,0,3,0,1
385,2,4,1,1405.0,0,0,1,1,1,21.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,0,0,3,2,2,1,0,2,0,1
386,2,4,1,826.0,0,0,1,1,1,20.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,1,0,3,2,2,1,1,0,0,1
387,2,4,1,1130.0,0,1,1,1,1,48.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,1,0,3,2,2,1,1,2,1,1
388,2,4,1,2015.0,0,1,1,1,1,31.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,1,0,3,2,2,5,1,2,1,1
389,2,4,1,2015.0,0,1,1,1,1,9.0,1,0,1,0,0,0,1,1,0,2017.0,1,0,1,1,3,2,2,5,1,2,1,1
390,2,4,1,2015.0,0,1,1,1,1,7.0,1,0,1,0,0,0,1,1,0,2017.0,1,0,1,1,3,2,2,5,1,2,1,1
391,2,4,1,1312.0,0,1,1,1,1,64.0,0,0,1,0,0,0,1,1,0,2017.0,1,0,1,1,3,2,2,1,1,1,1,1
392,2,4,1,1515.0,0,1,1,1,1,73.0,1,0,1,0,0,0,1,1,0,2017.0,1,0,1,0,3,0,1,1,1,1,1,1
393,2,4,1,945.0,0,1,1,1,1,80.0,0,0,1,0,0,0,1,1,0,2017.0,1,0,1,0,0,0,1,1,1,3,1,2
394,2,4,1,1715.0,0,1,1,1,1,45.0,0,0,1,0,0,0,1,1,0,2017.0,1,0,1,0,0,2,1,1,1,1,1,2
395,2,4,1,2055.0,0,1,1,1,1,35.0,0,0,1,0,0,0,1,1,0,2017.0,1,0,1,0,0,2,1,1,1,2,1,2
396,2,4,1,2055.0,0,1,1,1,1,42.0,0,0,1,0,0,0,1,1,0,2017.0,1,0,0,0,0,2,1,1,1,2,1,2
397,2,4,1,817.0,0,1,1,1,1,44.0,1,0,1,0,0,0,1,1,0,2017.0,1,0,0,0,0,2,0,1,1,2,1,2
398,2,4,1,1410.0,0,1,1,1,1,37.0,1,0,1,0,0,0,1,0,0,2017.0,0,0,0,0,0,2,0,5,1,2,1,2
399,2,4,1,1700.0,0,1,1,1,1,7.0,0,0,0,0,0,0,1,0,0,2017.0,0,0,0,0,0,2,0,1,0,2,1,2
400,2,4,1,1038.0,0,1,1,1,1,23.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,0,0,0,2,0,1,0,2,1,2
401,2,4,1,2207.0,0,1,1,1,1,57.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,0,0,0,2,0,1,0,2,1,2
402,2,4,1,2207.0,0,1,1,1,1,22.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,0,1,0,2,0,1,0,2,1,2
403,2,4,1,853.0,0,1,1,1,1,34.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,1,1,2,2,0,1,0,2,1,2
404,2,4,1,853.0,0,1,1,1,1,42.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,1,1,2,0,0,1,0,2,1,2
405,2,4,1,1535.0,0,1,1,1,1,31.0,0,1,0,0,1,0,1,0,0,2017.0,0,1,1,1,2,0,0,1,0,2,1,2
406,2,4,1,1738.0,0,1,1,1,1,20.0,1,1,0,0,1,1,1,0,0,2017.0,0,1,1,1,2,1,0,1,0,0,1,2
407,2,4,1,2015.0,0,1,1,1,1,15.0,1,1,0,0,1,1,1,0,0,2017.0,0,1,1,1,2,1,1,1,0,1,1,2
408,2,4,1,2030.0,0,1,1,1,1,24.0,0,1,0,0,1,1,1,1,0,2017.0,0,1,1,1,2,1,1,1,0,2,1,2
409,2,4,1,2030.0,0,1,1,1,1,42.0,1,1,0,0,1,1,1,1,0,2017.0,0,1,1,1,2,1,1,1,1,2,1,2
410,2,4,1,1334.0,0,1,1,1,1,36.0,0,1,0,0,1,1,1,1,0,2017.0,0,0,1,1,2,1,1,1,0,2,1,2
411,2,4,1,1334.0,0,1,1,1,1,33.0,0,1,0,0,1,1,1,1,0,2017.0,1,0,1,1,2,1,1,1,0,2,0,2
412,2,4,1,1400.0,0,1,1,1,1,46.0,1,1,0,0,1,1,1,1,0,2017.0,1,0,1,1,2,1,1,1,0,0,0,2
413,2,4,1,1327.0,0,1,1,1,1,67.0,0,1,0,0,1,1,1,1,0,2017.0,1,0,0,2,2,1,1,1,0,2,0,2
414,2,4,1,1440.0,0,1,1,1,1,4.0,1,1,0,0,1,1,1,1,0,2017.0,1,0,0,2,2,1,1,1,0,1,0,2
415,2,4,1,1442.0,0,1,1,1,1,37.0,1,1,0,0,0,1,1,1,0,2017.0,1,0,0,2,2,1,1,1,0,2,0,2
416,2,4,1,1453.0,0,1,1,1,1,56.0,1,1,0,0,0,0,1,1,0,2017.0,1,0,0,2,2,0,2,1,0,0,0,2
417,2,4,1,2322.0,0,1,1,1,1,45.0,0,1,0,0,0,0,1,1,0,2017.0,1,0,0,2,2,0,2,5,0,2,0,2
418,2,4,1,1330.0,0,1,1,1,1,32.0,1,1,0,0,0,0,1,1,0,2017.0,1,0,0,2,2,0,2,5,0,1,0,1
419,2,4,1,1715.0,0,1,1,1,1,26.0,1,1,0,0,0,0,1,1,0,2017.0,1,0,0,2,2,0,2,1,0,2,0,1
420,2,4,1,2115.0,0,1,1,1,1,30.0,1,1,0,0,0,0,1,1,0,2017.0,1,0,0,2,2,2,2,1,1,2,0,1
421,2,4,1,735.0,0,1,1,1,1,18.0,0,1,0,0,0,0,1,1,0,2017.0,0,0,0,2,2,2,2,1,1,2,1,1
422,2,4,1,815.0,0,1,1,1,1,38.0,1,1,0,0,0,0,1,1,0,2017.0,0,0,0,2,2,2,2,1,1,1,1,1
423,2,4,1,905.0,0,1,1,1,1,40.0,0,1,0,0,0,0,1,1,0,2017.0,0,0,0,1,3,2,2,1,0,1,1,1
424,2,4,1,916.0,0,1,1,1,1,73.0,0,1,0,0,0,0,1,1,0,2017.0,0,1,0,1,0,2,2,1,0,2,1,1
425,2,4,1,1145.0,0,1,1,1,1,69.0,0,1,0,0,0,0,1,1,0,2017.0,0,1,1,0,0,2,2,1,0,2,1,1
426,2,4,1,1740.0,0,1,1,1,1,6.0,1,1,0,0,0,0,1,1,0,2017.0,0,1,1,0,0,2,1,1,0,3,1,1
427,2,4,1,714.0,0,1,1,1,1,42.0,1,1,0,0,0,0,1,1,0,2017.0,0,1,1,0,0,2,0,1,0,0,1,1
428,2,4,1,1015.0,0,1,1,1,1,89.0,0,1,1,0,0,0,1,1,0,2017.0,0,1,1,0,0,2,0,1,0,3,1,2
429,2,4,1,800.0,0,1,1,1,1,51.0,1,1,0,0,0,0,0,1,0,2017.0,0,1,1,0,0,2,0,1,0,0,1,2
430,2,4,1,1900.0,0,1,1,1,1,31.0,0,1,0,0,0,0,0,1,0,2017.0,0,1,1,0,0,0,0,1,0,2,1,2
431,2,4,1,1950.0,0,1,1,1,1,27.0,1,1,0,0,0,0,0,1,0,2017.0,0,1,1,0,0,0,0,1,0,2,1,2
432,2,4,1,1610.0,0,1,1,1,1,36.0,0,1,0,0,0,0,0,1,0,2017.0,0,1,1,0,0,1,0,1,0,2,1,2
433,2,4,1,820.0,0,1,1,1,1,40.0,1,1,0,0,0,0,0,0,0,2017.0,0,1,1,0,0,1,0,1,1,1,1,2
434,2,4,1,1815.0,0,1,1,1,1,16.0,1,1,0,0,0,0,0,0,0,2017.0,0,0,1,0,2,1,0,5,1,2,1,2
435,2,4,1,1745.0,0,1,1,1,1,21.0,1,1,0,0,0,0,0,0,0,2017.0,0,0,1,1,2,1,0,4,1,1,1,2
436,2,4,1,2300.0,0,1,1,1,1,48.0,1,1,0,0,0,0,0,0,0,2017.0,0,0,1,0,2,1,0,1,1,1,1,2
437,2,4,1,37.0,0,1,1,1,1,36.0,1,1,0,0,1,0,0,0,0,2017.0,0,0,1,0,2,1,1,1,1,2,1,2
438,2,4,1,1440.0,0,1,1,1,1,39.0,1,1,0,0,1,0,0,0,0,2017.0,0,0,1,0,2,1,1,1,1,2,1,2
439,2,4,1,1210.0,0,1,1,1,1,44.0,0,1,0,0,1,0,1,0,0,2017.0,0,0,1,0,2,1,1,1,1,2,1,2
440,2,4,1,1350.0,0,1,1,1,1,30.0,0,1,0,0,1,0,1,0,0,2017.0,0,0,1,0,2,1,1,1,1,2,1,2
441,2,4,1,1640.0,0,1,1,1,1,46.0,1,1,0,0,1,0,1,0,0,2017.0,0,0,1,0,2,1,1,1,1,2,1,2
442,2,4,1,1815.0,0,1,1,1,1,43.0,1,1,0,0,1,0,1,0,0,2017.0,0,0,1,0,2,1,1,5,1,2,1,2
443,2,4,1,1930.0,0,1,1,1,1,27.0,1,1,1,0,1,0,1,1,0,2017.0,0,0,1,0,2,1,2,1,1,1,1,2
444,2,4,1,1825.0,0,1,1,1,1,20.0,1,1,1,0,1,1,1,1,0,2017.0,0,0,1,0,3,1,2,1,1,1,1,2
445,2,4,1,2245.0,0,1,1,1,1,21.0,1,0,1,0,1,1,1,1,0,2017.0,1,0,0,0,3,1,2,1,1,2,1,2
446,2,4,1,1000.0,0,1,1,1,1,29.0,0,0,1,0,1,1,1,1,0,2017.0,1,1,0,1,3,1,2,3,1,2,0,2
447,2,4,1,1240.0,0,1,1,1,1,27.0,0,0,1,0,0,1,1,1,0,2017.0,1,1,0,1,3,1,2,1,1,2,0,2
448,2,4,1,1355.0,0,1,1,1,1,43.0,0,0,1,0,0,1,1,1,0,2017.0,1,1,0,1,3,1,2,1,1,2,0,1
449,2,4,1,1946.0,0,1,1,1,1,31.0,1,0,1,0,0,1,1,1,0,2017.0,1,1,1,1,3,1,2,1,1,2,0,1
450,2,4,1,1946.0,0,1,1,1,1,19.0,1,0,1,0,0,1,1,1,0,2017.0,1,1,1,1,3,1,2,1,1,2,0,1
451,2,4,1,1230.0,0,1,1,1,1,36.0,1,0,1,0,0,1,1,1,0,2017.0,1,1,1,1,3,1,2,1,1,2,0,1
452,2,4,1,845.0,0,1,1,1,1,33.0,1,0,1,0,0,1,1,1,0,2017.0,1,1,1,2,3,0,2,1,1,1,0,1
453,2,4,1,850.0,0,1,1,1,1,23.0,1,0,0,0,0,1,1,1,0,2017.0,1,1,1,2,0,2,1,5,1,2,0,1
454,2,4,1,900.0,0,1,0,1,1,30.0,0,0,0,0,0,0,1,1,0,2017.0,1,1,1,2,0,2,0,5,1,2,0,1
455,2,4,1,755.0,0,1,0,1,1,10.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,1,2,0,2,0,6,1,1,0,1
456,2,4,1,955.0,0,1,0,1,1,16.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,2,0,2,0,1,1,0,1,1
457,2,4,1,1645.0,0,1,0,1,1,27.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,2,0,2,0,1,1,2,1,1
458,2,4,1,1652.0,0,1,0,1,1,54.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,1,2,0,2,0,0,1,2,1,2
459,2,4,1,1650.0,0,1,0,1,1,26.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,0,2,0,2,0,1,1,0,1,2
460,2,4,1,1935.0,0,1,0,1,1,16.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,0,2,0,2,0,1,0,2,1,2
461,2,4,1,1830.0,0,1,0,1,1,26.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,0,2,0,2,0,1,0,0,1,2
462,2,4,1,1115.0,0,1,0,1,1,28.0,0,0,0,0,0,0,0,1,0,2017.0,0,0,0,0,0,2,0,5,0,2,1,2
463,2,4,1,1130.0,0,1,0,1,1,27.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,1,0,3,0,0,5,0,2,1,2
464,2,4,1,1322.0,0,1,0,1,1,39.0,0,0,0,0,0,0,0,0,0,2017.0,0,0,1,0,2,1,1,4,0,2,1,2
465,2,4,1,1345.0,0,1,0,1,1,35.0,0,0,0,0,0,0,0,0,0,2017.0,0,0,1,0,2,1,1,5,0,2,1,2
466,2,4,1,1500.0,0,1,0,1,1,64.0,0,0,0,0,0,0,0,0,0,2017.0,0,0,1,0,2,1,1,1,0,3,1,2
467,2,3,1,1634.0,0,1,0,1,1,22.0,0,0,0,0,0,0,0,0,0,2017.0,0,1,1,0,2,1,1,1,0,3,1,2
468,2,3,1,1634.0,0,1,0,1,1,22.0,0,0,0,0,0,0,0,0,0,2017.0,0,1,1,0,2,1,2,1,0,3,1,2
469,2,3,1,1910.0,0,1,0,1,1,23.0,0,0,0,0,1,0,0,0,0,2017.0,0,1,1,0,2,1,2,5,0,2,1,2
470,2,3,1,1918.0,0,1,0,1,1,47.0,1,0,0,0,1,0,1,0,0,2017.0,0,1,1,0,2,1,2,5,0,2,1,2
471,2,3,1,1918.0,0,1,0,1,1,12.0,0,0,0,0,1,0,1,0,0,2017.0,0,1,1,0,2,1,2,5,0,2,0,2
472,2,3,1,1918.0,0,1,0,1,1,9.0,0,0,0,0,1,0,1,0,0,2017.0,0,1,1,1,3,1,2,5,0,2,0,2
473,2,3,1,820.0,0,1,0,1,1,52.0,0,0,0,0,1,1,1,0,0,2017.0,0,1,0,1,3,1,2,1,0,2,0,2
474,2,3,1,1235.0,0,1,0,1,1,21.0,1,0,1,0,1,1,1,1,0,2017.0,0,1,0,1,3,0,2,1,0,2,0,2
475,2,3,1,1235.0,0,1,0,1,1,90.0,1,0,0,0,1,1,1,1,0,2017.0,0,1,0,1,3,0,2,1,0,2,0,2
476,2,3,1,1235.0,0,1,0,1,1,84.0,0,0,0,0,1,1,1,1,0,2017.0,1,1,0,1,3,0,2,1,0,2,0,2
477,2,3,1,1716.0,0,1,0,1,1,75.0,0,0,0,0,1,1,1,1,0,2017.0,1,0,0,1,3,0,2,1,0,2,0,2
478,2,3,1,1755.0,0,1,0,1,1,31.0,1,0,0,0,1,1,1,1,0,2017.0,1,0,0,1,3,0,2,1,0,2,0,2
479,2,3,1,900.0,0,1,0,1,1,24.0,1,0,0,0,0,1,1,1,0,2017.0,1,0,1,1,0,2,2,1,0,0,0,2
480,2,3,1,830.0,0,1,0,0,1,12.0,1,0,0,0,0,1,1,1,0,2017.0,1,0,1,2,0,2,2,1,0,1,0,2
481,2,3,1,1200.0,0,1,0,0,1,17.0,0,0,0,0,0,1,1,1,0,2017.0,1,0,1,2,0,2,2,1,0,2,1,2
482,2,3,1,1420.0,0,1,0,0,1,19.0,0,0,0,0,0,1,1,1,0,2017.0,1,0,1,2,0,2,2,1,0,2,1,2
483,2,3,1,1635.0,0,1,0,0,1,30.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,1,2,0,2,2,1,0,2,1,2
484,2,3,1,1815.0,0,1,0,0,1,21.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,1,2,0,2,2,1,0,2,1,2
485,2,3,1,1815.0,0,1,0,0,1,20.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,1,2,0,2,2,1,0,2,1,2
486,2,3,1,1815.0,0,1,0,0,1,19.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,2,0,2,2,1,0,2,1,2
487,2,3,1,403.0,0,1,0,0,1,19.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,1,2,0,2,2,1,0,2,1,2
488,2,3,1,1230.0,0,1,0,0,1,89.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,2,0,2,2,1,0,2,1,2
489,2,3,1,1200.0,0,1,0,0,1,26.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,2,1,0,2,1,0,2,1,2
490,2,3,6,1230.0,0,1,0,0,1,12.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,1,2,3,1,2,1,2
491,2,3,6,1230.0,0,1,0,0,1,10.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,1,2,3,1,2,1,2
492,2,3,6,1251.0,0,1,0,0,1,9.0,0,0,0,0,0,0,1,1,0,2017.0,0,1,0,1,1,1,2,1,1,2,1,2
