,State,month,day,time,harmful-event,manner-of-collision,person-type,seating-position,age,age-range,gender,race,injury-severity,air-bag,transported-for-treatment,protection-system,ejection,extrication,dead-on-arrival,year-of-death,alcohol-test,drug-test,road-type,n0-of-lanes,sorrounding-area,road-features,light-condion,weather-conditions,following-traffic-rules,type-of-vehicle,causality-class,Severity Class
493,2,3,6,1251.0,0,1,0,0,1,8.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,0,1,1,1,2,1,1,2,1,2
494,2,3,6,1320.0,0,1,0,0,1,71.0,0,0,1,0,0,0,1,0,0,2017.0,0,1,0,1,1,1,2,1,0,2,0,2
495,2,3,6,1320.0,0,1,0,0,1,77.0,0,0,1,0,0,0,1,0,0,2017.0,0,1,0,1,1,1,2,1,0,2,0,2
496,2,3,6,1514.0,0,1,0,0,1,27.0,1,0,1,0,0,0,1,0,0,2017.0,0,1,1,1,1,1,2,1,0,3,0,2
497,2,3,6,1940.0,0,1,0,0,1,53.0,1,0,1,0,0,0,0,0,0,2017.0,0,1,1,1,1,1,2,1,0,0,0,2
498,2,3,6,2040.0,0,1,0,0,1,9.0,1,0,1,0,0,0,0,0,0,2017.0,0,1,1,1,1,1,2,1,0,2,0,2
499,2,3,6,1245.0,0,1,0,0,1,42.0,1,0,1,0,0,0,0,0,0,2017.0,0,1,1,1,3,1,2,1,0,1,0,1
500,2,3,6,635.0,0,1,0,0,1,59.0,1,0,1,0,0,0,0,0,0,2017.0,0,1,1,1,3,0,2,1,0,0,0,1
501,2,3,6,730.0,0,1,0,0,1,23.0,1,0,1,0,0,0,0,0,0,2017.0,0,1,1,1,3,0,2,1,0,3,0,1
502,2,3,6,750.0,0,1,0,0,1,24.0,0,0,1,0,0,1,0,0,0,2017.0,0,0,1,2,3,0,2,1,0,2,0,1
503,2,3,6,1030.0,0,1,0,0,1,18.0,1,0,1,0,1,1,0,0,0,2017.0,0,0,1,2,3,0,2,1,0,2,0,1
504,2,3,6,1030.0,0,1,0,0,1,17.0,1,0,0,0,1,1,0,1,0,2017.0,0,0,1,2,0,2,2,1,1,2,1,1
505,2,3,6,1258.0,0,1,0,0,1,29.0,0,0,0,0,1,1,0,1,0,2017.0,0,0,1,2,0,2,2,1,1,2,1,1
506,2,3,6,1258.0,0,1,0,0,1,32.0,1,0,0,0,1,1,0,1,0,2017.0,0,0,0,2,0,2,2,1,1,2,1,1
507,2,3,6,800.0,0,1,0,0,1,14.0,1,0,0,0,1,1,1,1,0,2017.0,0,0,0,2,0,2,2,1,1,1,0,1
508,2,3,6,708.0,0,1,0,0,1,21.0,0,0,0,0,1,1,1,1,0,2017.0,1,0,0,2,0,2,1,1,1,2,0,1
509,2,3,6,1000.0,0,1,0,0,1,35.0,0,0,0,0,1,1,1,1,0,2017.0,1,0,0,2,0,2,1,1,1,2,0,2
510,2,3,6,1700.0,0,1,0,0,1,51.0,1,0,0,0,1,1,1,1,0,2017.0,1,0,0,2,0,2,1,1,1,1,0,2
511,2,3,6,1500.0,0,1,0,0,1,1.0,0,0,0,0,1,1,1,1,0,2017.0,1,0,0,2,0,2,0,1,1,3,0,2
512,2,3,6,540.0,0,1,0,0,1,29.0,1,0,0,0,1,0,1,1,0,2017.0,1,0,0,0,0,2,0,1,0,1,0,2
513,2,3,6,1124.0,0,1,0,0,1,20.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,0,0,0,2,0,5,0,2,0,2
514,2,3,6,1455.0,0,1,0,0,1,52.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,0,0,1,0,0,5,0,2,0,2
515,2,3,6,1522.0,0,1,0,0,1,19.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,0,0,1,1,0,5,0,1,0,2
516,2,3,6,1543.0,0,1,0,0,1,31.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,0,0,1,1,0,1,0,2,0,2
517,2,3,6,1625.0,0,1,0,0,1,24.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,0,0,1,1,0,1,0,0,1,2
518,2,3,6,1640.0,0,1,0,0,1,35.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,0,0,1,1,0,5,0,1,1,2
519,2,3,6,1716.0,0,1,1,0,1,20.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,0,1,1,0,1,0,2,1,2
520,2,3,6,1716.0,0,1,1,0,1,26.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,0,1,1,0,1,0,2,1,2
521,2,3,6,1730.0,0,1,1,0,1,20.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,0,0,1,1,1,1,0,0,1,2
522,2,3,6,1032.0,0,1,1,0,1,46.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,0,1,1,1,1,1,1,2,1,2
523,2,3,6,1440.0,0,1,1,0,1,35.0,1,0,1,0,0,0,1,0,0,2017.0,0,1,0,1,1,1,1,1,1,1,1,2
524,2,3,6,1549.0,0,1,1,0,1,9.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,0,2,1,1,1,1,1,2,0,2
525,2,3,6,1620.0,0,1,1,0,1,4.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,0,2,1,0,1,1,1,2,0,2
526,2,3,6,30.0,0,1,1,0,1,33.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,0,2,1,0,1,1,1,2,0,2
527,2,3,6,1130.0,0,1,1,0,1,21.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,0,2,1,2,1,1,1,1,0,2
528,2,3,6,1237.0,0,1,1,0,1,39.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,1,2,1,2,1,1,1,1,0,2
529,2,3,6,1550.0,0,1,1,0,1,11.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,1,2,1,2,1,1,1,3,0,2
530,2,3,4,1600.0,0,1,1,0,1,20.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,1,2,1,2,0,1,1,3,0,2
531,2,3,4,1930.0,0,1,1,0,1,4.0,1,0,0,0,0,0,0,0,0,2017.0,0,1,1,2,1,2,0,1,1,2,0,2
532,2,3,4,1200.0,0,1,1,0,1,58.0,1,0,0,0,0,0,0,0,0,2017.0,0,1,1,2,1,2,0,1,1,2,0,2
533,2,3,4,1559.0,0,1,1,0,1,51.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,1,2,1,2,0,1,1,2,0,2
534,2,3,4,1559.0,0,1,1,0,1,60.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,1,1,3,2,0,1,1,2,1,2
535,2,3,4,1812.0,0,1,1,0,1,5.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,1,1,3,2,0,1,1,0,1,2
536,2,3,4,945.0,0,1,1,0,1,17.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,1,1,3,2,0,1,1,0,1,2
537,2,3,4,1733.0,0,1,1,0,1,31.0,1,0,0,0,1,0,0,1,0,2017.0,0,1,1,1,3,0,0,1,1,2,0,2
538,2,3,4,1853.0,0,1,1,0,1,27.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,0,0,3,1,0,1,1,2,0,2
539,2,3,4,1853.0,0,1,1,0,1,23.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,0,0,3,1,0,1,1,2,0,2
540,2,3,4,1853.0,0,1,1,0,1,20.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,0,0,3,1,1,1,1,2,0,2
541,2,3,4,1919.0,0,1,1,0,1,17.0,1,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,0,1,1,1,0,0,0,2
542,2,3,4,1025.0,0,1,1,0,1,76.0,1,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,0,1,1,1,0,2,0,2
543,2,3,4,1610.0,0,1,1,0,1,22.0,1,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,0,1,2,1,0,1,0,2
544,2,3,4,1525.0,0,1,1,0,1,44.0,0,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,0,1,2,1,0,2,0,2
545,2,3,4,2350.0,0,1,1,0,1,44.0,0,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,0,1,2,1,0,2,0,2
546,2,3,4,535.0,0,1,1,0,1,18.0,1,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,0,1,2,1,0,0,0,2
547,2,3,4,740.0,0,1,1,0,1,19.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,0,0,0,1,2,1,0,2,1,2
548,2,3,4,830.0,0,1,1,0,1,53.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,0,1,0,0,2,1,0,2,1,2
549,2,3,4,830.0,0,1,1,0,1,36.0,0,0,0,0,0,0,1,1,0,2017.0,0,1,0,1,0,0,2,1,0,2,1,2
550,2,3,4,830.0,0,1,1,0,1,41.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,0,1,0,0,2,1,0,2,1,2
551,2,3,4,1100.0,0,1,1,0,1,23.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,2,1,0,2,1,1,2,1,1
552,2,3,4,1830.0,0,1,1,0,1,58.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,2,1,0,2,1,1,1,1,1
553,2,3,4,1200.0,0,1,1,0,1,25.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,0,2,1,0,1,1,1,3,1,1
554,2,3,4,1330.0,0,1,1,0,1,22.0,0,0,0,0,0,0,1,1,0,2017.0,1,0,0,2,1,2,1,1,1,2,1,1
555,2,3,4,1751.0,0,1,1,0,1,29.0,1,0,0,0,0,0,1,1,0,2017.0,1,0,0,2,1,2,0,1,1,0,1,1
556,2,3,4,1750.0,0,1,1,0,1,51.0,1,0,0,0,0,1,1,1,0,2017.0,1,0,0,2,1,2,0,1,1,2,1,1
557,2,3,4,1755.0,0,1,1,0,1,45.0,1,0,0,0,0,1,1,0,0,2017.0,1,0,0,2,1,2,0,1,1,2,1,1
558,2,3,4,1010.0,0,1,1,0,1,71.0,1,0,0,0,0,1,1,0,0,2017.0,1,0,1,2,1,2,0,1,1,2,1,1
559,2,3,4,1010.0,0,1,1,0,1,38.0,1,0,0,0,0,1,1,0,0,2017.0,1,0,1,2,1,2,0,1,1,2,1,1
560,2,3,4,1050.0,0,1,1,0,1,53.0,1,0,0,0,0,1,1,0,0,2017.0,1,0,1,2,1,2,0,1,1,2,1,1
561,2,3,4,1050.0,0,1,1,0,1,25.0,0,0,0,0,1,1,1,0,0,2017.0,1,0,1,1,3,2,0,1,1,2,1,2
562,2,3,4,1145.0,0,1,1,0,1,36.0,1,0,0,0,1,1,1,0,0,2017.0,1,0,1,1,3,2,0,1,1,1,1,2
563,2,3,4,1035.0,0,1,1,0,1,9.0,0,0,0,0,1,1,1,0,0,2017.0,0,0,1,0,3,2,0,1,1,2,1,2
564,2,3,4,1120.0,0,1,1,0,1,6.0,0,0,0,0,1,1,1,0,0,2017.0,0,0,1,0,1,0,0,1,1,2,1,2
565,2,3,4,1320.0,0,1,1,0,1,70.0,0,0,0,0,1,1,1,0,0,2017.0,0,1,1,0,1,1,1,1,0,2,1,2
566,2,3,4,1320.0,0,1,1,0,1,38.0,1,0,0,0,1,0,1,0,0,2017.0,0,1,1,0,1,1,0,1,0,2,1,2
567,2,3,4,1320.0,0,1,1,0,1,51.0,0,0,0,0,1,0,1,1,0,2017.0,0,1,1,0,1,1,0,1,0,2,1,2
568,2,3,4,1403.0,0,1,1,0,1,26.0,1,0,0,0,1,0,0,1,0,2017.0,0,1,0,0,1,1,0,1,0,1,1,2
569,2,3,4,1300.0,0,1,1,0,1,35.0,0,0,0,0,1,0,0,1,0,2017.0,0,1,0,0,1,1,0,1,0,3,1,2
570,2,3,4,1600.0,0,1,1,0,1,9.0,1,0,0,0,1,0,0,1,0,2017.0,0,1,0,0,1,1,0,1,0,2,1,2
571,2,3,4,1700.0,0,1,1,0,1,18.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,0,1,1,0,1,0,2,1,2
572,2,3,4,1700.0,0,1,1,0,1,18.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,0,1,1,0,1,0,2,1,2
573,2,3,4,2145.0,0,1,1,0,1,56.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,1,1,1,0,1,0,1,1,2
574,2,3,4,2253.0,0,1,1,0,1,45.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,1,3,1,0,1,0,2,1,2
575,2,3,4,2325.0,0,1,1,0,1,19.0,0,0,0,0,0,0,0,1,0,2017.0,0,0,0,1,3,0,0,1,1,2,0,2
576,2,3,4,905.0,0,1,1,0,1,38.0,0,0,0,0,0,0,0,1,0,2017.0,0,0,0,1,3,1,1,1,1,2,0,2
577,2,3,4,905.0,0,1,1,0,1,57.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,0,0,3,1,1,1,1,2,0,2
578,2,3,4,1215.0,0,1,1,0,1,21.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,0,0,3,1,1,1,1,0,0,2
579,2,3,4,1615.0,0,1,1,0,1,19.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,0,3,1,1,1,1,2,0,2
580,2,3,4,1615.0,0,1,1,0,1,44.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,0,0,1,2,1,1,2,0,2
581,2,3,4,1615.0,0,1,1,0,1,6.0,0,0,1,0,0,0,1,0,0,2017.0,0,0,0,0,0,1,2,1,1,2,0,2
582,2,3,4,1615.0,0,1,1,0,1,9.0,1,0,1,0,0,0,1,0,0,2017.0,0,0,1,0,0,1,2,1,1,2,0,2
583,2,3,4,1615.0,0,1,1,0,1,49.0,1,0,1,0,0,0,1,0,0,2017.0,0,0,1,0,0,1,2,1,1,2,0,2
584,2,3,4,1621.0,0,1,1,0,1,6.0,0,0,1,0,0,0,1,0,0,2017.0,0,0,1,0,0,1,2,1,1,2,0,2
585,2,3,4,1724.0,0,1,1,0,1,57.0,1,0,1,0,0,0,1,0,0,2017.0,0,0,1,0,0,1,2,1,1,0,1,2
586,2,3,4,1255.0,0,1,1,0,1,54.0,1,0,1,0,0,0,1,0,0,2017.0,0,0,1,0,0,0,2,1,1,2,1,2
587,2,3,4,650.0,0,1,1,0,1,32.0,1,0,1,0,0,0,1,0,0,2017.0,1,0,1,1,0,0,2,1,0,2,1,2
588,2,3,4,1100.0,0,1,1,0,1,74.0,1,0,1,0,0,0,1,0,0,2017.0,1,0,1,1,0,0,2,1,0,0,1,2
589,2,3,4,1445.0,0,1,1,0,1,57.0,1,0,1,0,1,0,1,0,0,2017.0,1,0,1,1,0,0,2,1,0,2,1,2
590,2,3,4,1536.0,0,1,1,0,1,70.0,1,0,1,0,1,0,1,0,0,2017.0,1,0,1,1,1,2,1,1,0,2,1,2
591,2,3,4,1550.0,0,1,1,0,1,6.0,1,0,0,0,1,0,1,1,0,2017.0,1,1,1,1,1,2,1,1,0,3,1,2
592,2,3,4,1817.0,0,1,1,0,1,30.0,1,0,0,0,1,0,1,1,0,2017.0,1,1,0,1,1,2,1,1,0,2,1,2
593,2,3,4,851.0,0,1,1,0,1,70.0,0,0,0,0,1,0,1,1,0,2017.0,1,1,0,1,1,2,1,1,0,2,1,2
594,2,3,4,1620.0,0,1,1,0,1,9.0,1,0,0,0,1,0,1,1,0,2017.0,1,1,0,1,1,2,1,1,0,2,1,2
595,2,3,4,1620.0,0,1,1,0,1,70.0,0,0,0,0,1,0,1,1,0,2017.0,1,1,0,0,1,2,1,1,0,2,1,2
596,2,3,4,1700.0,0,1,1,0,1,39.0,1,0,0,0,1,0,1,1,0,2017.0,1,1,0,0,1,2,1,1,0,2,1,2
597,2,7,4,1229.0,0,1,1,0,1,41.0,0,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,1,2,0,1,1,3,1,2
598,2,7,4,1500.0,0,1,1,0,1,7.0,0,0,0,0,1,0,1,1,0,2017.0,0,1,0,0,1,2,0,1,1,2,1,2
599,2,7,4,1536.0,0,1,1,0,1,21.0,0,0,0,0,0,0,1,1,0,2017.0,0,1,1,0,1,2,0,1,1,3,1,2
600,2,7,4,1900.0,0,1,1,0,1,25.0,1,0,0,0,0,0,1,1,0,2017.0,0,1,1,0,1,0,0,1,1,2,1,2
601,2,7,4,1102.0,0,1,1,0,1,15.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,0,1,0,0,1,1,2,1,2
602,2,7,4,1830.0,0,1,1,0,1,54.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,0,1,1,0,1,1,2,1,2
603,2,7,4,2120.0,0,1,1,0,1,26.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,0,1,1,0,1,1,2,0,2
604,2,7,4,2120.0,0,1,1,0,1,60.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,0,1,1,0,1,1,2,0,2
605,2,7,4,2342.0,0,1,1,0,1,24.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,1,1,1,0,5,1,1,0,2
606,2,7,4,2343.0,0,1,1,0,1,12.0,1,0,0,0,0,0,1,1,0,2017.0,0,0,1,1,1,1,0,1,1,2,0,2
607,2,7,4,1313.0,0,1,1,0,1,49.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,1,3,1,1,1,1,1,2,0,2
608,2,7,4,1600.0,0,1,1,0,1,45.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,1,1,1,1,1,1,1,3,0,2
609,2,7,4,1625.0,0,1,1,0,1,56.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,1,1,1,1,2,0,2
610,2,7,4,2145.0,0,1,1,0,1,26.0,0,0,0,0,0,0,0,1,0,2017.0,0,0,0,2,3,1,2,1,1,2,0,2
611,2,7,4,1454.0,0,1,1,0,1,24.0,1,0,0,0,0,0,0,1,0,2017.0,0,0,0,2,3,1,2,1,1,2,0,2
612,2,7,4,1545.0,0,1,1,0,1,20.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,2,3,0,2,1,1,2,0,1
613,2,7,4,1816.0,0,1,1,0,1,47.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,2,3,0,2,1,1,3,1,1
614,2,7,4,1945.0,0,1,1,0,1,20.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,2,3,1,2,5,1,2,1,1
615,2,7,4,2047.0,0,1,1,0,1,20.0,1,0,0,0,0,0,0,1,0,2017.0,0,1,0,2,3,1,2,1,1,2,1,1
616,2,7,4,2210.0,0,1,1,0,1,36.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,2,3,1,2,5,1,2,1,1
617,2,7,4,2312.0,0,1,1,0,1,15.0,0,0,0,0,0,0,0,1,0,2017.0,0,1,0,2,3,1,2,1,1,2,1,1
618,2,7,4,2312.0,0,1,1,0,1,43.0,0,0,0,0,0,0,0,0,0,2017.0,0,1,0,2,3,1,2,1,1,2,1,1
619,2,7,4,1130.0,0,1,1,0,1,26.0,0,0,0,0,0,0,0,0,0,2017.0,0,1,0,2,0,1,2,1,1,2,1,1
620,2,7,4,1300.0,0,1,1,0,1,40.0,0,0,0,0,0,0,1,0,0,2017.0,0,1,1,2,0,1,1,1,1,2,1,1
621,2,7,4,1300.0,0,1,1,0,1,63.0,1,0,0,0,0,0,1,0,0,2017.0,0,1,1,2,0,1,1,1,1,2,1,1
622,2,7,4,1040.0,0,1,1,0,1,81.0,0,0,0,0,0,0,1,0,0,2017.0,1,0,1,2,0,1,0,1,1,2,1,2
623,2,7,4,750.0,0,1,1,0,1,42.0,1,0,0,0,0,0,1,0,0,2017.0,1,0,1,2,0,1,0,1,1,1,1,2
624,2,7,4,1715.0,0,1,1,0,1,49.0,0,0,0,0,0,0,1,0,0,2017.0,1,0,1,2,0,0,0,1,1,2,1,2
625,2,7,4,1015.0,0,1,1,0,1,81.0,0,0,0,0,0,0,1,0,0,2017.0,1,0,1,2,0,0,0,1,1,1,1,2
626,2,7,4,2107.0,0,1,1,0,1,24.0,0,0,0,0,1,0,1,0,0,2017.0,1,0,1,2,0,0,0,1,1,2,1,2
627,2,7,4,2107.0,0,1,1,0,1,33.0,1,0,0,0,1,0,1,0,0,2017.0,1,0,1,2,0,2,0,1,1,2,1,2
628,2,7,4,2119.0,0,1,1,0,1,19.0,1,0,0,0,1,0,1,1,0,2017.0,1,0,1,2,0,2,0,1,0,0,1,2
629,2,7,4,1442.0,0,1,1,0,1,77.0,1,0,0,0,1,0,1,1,0,2017.0,1,0,1,2,1,2,0,1,0,2,0,2
630,2,7,0,1640.0,0,1,1,0,1,64.0,0,0,0,0,1,0,1,1,0,2017.0,1,0,0,1,1,2,0,1,0,2,0,2
631,2,7,0,1640.0,0,1,1,0,1,62.0,0,0,0,0,1,0,1,1,0,2017.0,1,0,0,3,1,2,0,1,0,2,0,2
632,2,7,0,1640.0,0,1,1,0,1,65.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,1,2,1,1,0,2,0,2
633,2,7,0,2313.0,0,1,1,0,1,37.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,1,2,1,1,0,2,0,2
634,2,7,0,815.0,0,1,1,0,1,20.0,1,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,1,2,1,1,0,2,0,2
635,2,7,0,1539.0,0,1,1,0,1,18.0,0,0,0,0,1,0,1,1,0,2017.0,0,0,0,1,1,2,2,1,0,1,0,2
636,2,7,0,1550.0,0,1,1,0,1,57.0,0,0,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,2,2,1,0,0,0,2
637,2,7,0,2050.0,0,1,1,0,1,49.0,1,0,1,0,0,0,1,1,0,2017.0,0,0,0,1,1,0,2,1,0,2,0,2
638,2,7,0,2050.0,0,1,1,0,1,25.0,0,0,1,0,0,0,1,1,0,2017.0,0,1,0,1,1,0,2,1,1,2,0,2
639,2,7,0,2050.0,0,1,1,0,1,7.0,0,0,1,0,0,0,1,1,0,2017.0,0,1,0,1,3,1,2,1,1,2,1,2
640,2,7,0,903.0,0,1,1,0,1,26.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,1,3,1,2,1,1,1,1,2
641,2,7,0,1150.0,0,1,1,0,1,52.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,1,1,1,2,1,1,3,1,2
642,2,7,0,1150.0,0,1,1,0,1,31.0,1,0,1,0,0,0,1,1,0,2017.0,0,1,0,1,1,1,2,1,1,3,1,2
643,2,7,0,1150.0,0,1,1,0,1,37.0,0,0,1,0,0,1,1,1,0,2017.0,0,1,0,1,1,1,2,1,1,2,1,2
644,2,7,0,1920.0,0,1,1,0,1,3.0,0,0,1,0,0,1,1,1,0,2017.0,0,1,0,3,1,1,2,1,1,3,1,2
645,2,7,0,1910.0,0,1,1,0,1,60.0,1,0,1,0,0,1,1,1,0,2017.0,0,1,0,1,1,1,1,1,0,3,1,2
646,2,7,0,1645.0,0,1,1,0,1,28.0,1,0,1,0,0,1,1,1,0,2017.0,0,1,0,1,1,1,1,1,0,0,1,2
647,2,7,0,1711.0,0,1,1,0,1,33.0,1,0,1,0,0,1,0,1,0,2017.0,0,1,0,1,1,1,1,1,0,1,1,2
648,2,7,0,1605.0,0,1,1,0,1,27.0,0,0,1,0,0,1,0,1,0,2017.0,0,0,0,1,1,1,1,1,0,2,1,2
649,2,7,0,1847.0,0,1,1,0,1,24.0,1,0,1,0,0,1,0,1,0,2017.0,0,0,0,1,1,0,1,1,0,3,1,2
650,2,7,0,450.0,0,1,1,0,1,41.0,1,0,1,0,0,1,0,1,0,2017.0,0,0,0,1,1,1,1,1,0,1,1,2
651,2,7,0,1100.0,0,1,1,0,1,62.0,1,0,1,0,0,1,0,1,0,2017.0,0,0,0,1,1,1,1,1,0,0,1,2
652,2,7,0,1100.0,0,1,1,0,1,55.0,0,0,1,0,0,1,0,0,0,2017.0,0,0,0,1,1,1,1,1,0,0,0,2
653,2,7,0,1410.0,0,1,1,0,1,42.0,1,0,1,0,0,0,0,0,0,2017.0,1,0,0,1,1,1,1,1,0,2,0,2
654,2,7,0,705.0,0,1,1,0,1,23.0,1,0,1,0,0,0,0,0,0,2017.0,1,0,1,1,1,1,1,1,0,2,0,2
655,2,7,0,1702.0,0,1,1,0,1,56.0,1,0,1,0,0,0,0,0,0,2017.0,1,0,1,2,1,1,1,1,1,0,0,2
656,2,7,0,1709.0,0,1,1,0,1,34.0,0,0,1,0,0,0,0,0,0,2017.0,1,0,1,2,1,1,1,1,1,2,0,2
657,2,7,0,1709.0,0,1,1,0,1,15.0,0,0,0,0,0,0,1,0,0,2017.0,1,0,1,2,1,1,1,1,1,2,0,2
658,2,7,0,1709.0,0,1,1,0,1,25.0,1,1,0,0,1,0,1,0,0,2017.0,1,0,1,2,1,1,1,1,1,2,0,2
659,2,7,0,1830.0,0,1,1,0,1,37.0,1,1,0,0,1,0,1,0,0,2017.0,1,0,1,2,1,1,1,1,1,0,0,2
660,2,7,0,1830.0,0,1,1,0,1,35.0,0,1,0,0,1,0,1,0,0,2017.0,1,0,1,2,1,0,2,1,1,0,0,2
661,2,7,0,1031.0,0,1,1,0,1,63.0,1,1,0,0,1,0,1,0,0,2017.0,1,0,1,2,0,0,2,1,1,3,0,2
662,2,7,0,1600.0,0,1,1,0,1,24.0,0,1,0,0,1,0,1,1,0,2017.0,1,0,1,2,0,0,2,1,1,2,1,2
663,2,7,0,1645.0,0,1,1,0,1,42.0,1,1,0,0,1,0,1,1,0,2017.0,0,1,1,2,0,0,2,1,1,2,1,2
664,2,7,0,1645.0,0,1,1,0,1,13.0,0,1,1,0,1,0,1,1,0,2017.0,0,1,0,2,0,2,2,1,0,2,1,2
665,2,7,0,1650.0,0,1,1,0,1,20.0,1,1,1,0,1,0,1,1,0,2017.0,0,1,0,1,0,2,2,1,0,2,1,2
666,2,7,0,835.0,0,1,1,0,1,33.0,1,1,1,0,1,0,1,1,0,2017.0,0,1,0,1,0,2,2,1,0,1,0,2
667,2,7,0,741.0,0,1,1,0,1,30.0,0,1,1,0,1,0,1,1,0,2017.0,0,1,0,1,0,2,2,1,0,2,0,2
668,2,7,0,730.0,0,1,1,0,1,13.0,1,1,1,0,0,0,1,1,0,2017.0,0,1,0,1,0,2,2,1,0,1,0,2
669,2,7,0,1550.0,0,1,1,0,1,13.0,1,1,1,0,0,0,1,1,0,2017.0,0,1,0,1,0,2,2,1,0,3,0,1
670,2,7,0,1918.0,0,1,1,0,1,50.0,0,1,1,0,0,0,1,1,0,2017.0,0,1,0,1,0,2,1,1,0,2,0,1
671,2,7,0,816.0,0,1,1,0,1,33.0,1,1,1,0,0,0,1,1,0,2017.0,0,1,0,1,1,2,1,1,0,1,0,1
672,2,7,0,831.0,0,1,1,0,1,51.0,1,1,1,0,0,0,1,1,0,2017.0,0,1,0,1,1,2,1,1,0,2,0,1
673,2,7,0,831.0,0,1,1,0,1,39.0,1,1,1,0,0,0,1,1,0,2017.0,0,0,0,1,1,2,1,1,0,2,0,1
674,2,7,0,1300.0,0,1,1,0,1,75.0,0,1,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,0,1,1,1,3,0,1
675,2,7,0,1641.0,0,1,1,0,1,38.0,1,1,0,0,0,0,1,1,0,2017.0,0,0,0,3,1,0,0,1,1,1,0,1
676,2,7,0,1900.0,0,1,1,0,1,27.0,1,1,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,0,0,1,1,2,1,1
677,2,7,0,1910.0,0,1,1,0,1,41.0,0,1,0,0,0,0,1,1,0,2017.0,0,0,0,1,1,1,0,1,1,3,1,1
678,2,7,0,2230.0,0,1,1,0,1,18.0,1,1,0,0,0,0,1,1,0,2017.0,1,0,0,1,1,1,0,1,1,2,1,1
679,2,7,0,2230.0,0,1,1,0,1,19.0,0,1,0,0,0,0,1,1,0,2017.0,1,0,0,1,1,1,0,1,1,2,1,2
